Product_ID,Category,Product_Name,Brand,Price,Cost,Units_Sold,SKU,Shelf_Space,Customer_Ratings,Frequency_of_Purchase,Sales,Gross_Margin,Total_Customers,Total_Transactions
P01422,Snacks,Product 1422,Brand A,6.74,35.86,4630,38,4.83,3.9,55,31206.2,-134825.6,4493,4630
P01423,Bakery,Product 1423,Brand A,14.72,32.34,4507,44,4.48,3.1,44,66343.04,-79413.34,4491,4507
P01424,Bakery,Product 1424,Brand E,18.19,3.67,4591,54,0.54,4.7,31,83510.29,66661.32,3698,3948
P01425,Dairy,Product 1425,Brand A,22.63,7.17,4316,83,2.42,4.8,25,97671.08,66725.36,4310,4316
P01426,Bakery,Product 1426,Brand E,6.76,16.16,4219,99,0.54,3.7,85,28520.44,-39658.6,4147,4219
P01427,Frozen,Product 1427,Brand D,48.17,35.92,3401,38,2.0,3.9,14,163826.17,41662.25,3026,3187
P01428,Frozen,Product 1428,Brand A,47.79,6.92,3537,79,4.22,4.8,99,169033.23,144557.19,3313,3537
P01429,Bakery,Product 1429,Brand D,29.1,13.49,3132,12,2.26,3.8,35,91141.2,48890.52,2766,3132
P01430,Frozen,Product 1430,Brand B,44.5,4.99,3689,66,4.53,4.9,86,164160.5,145752.39,1926,2282
P01431,Dairy,Product 1431,Brand A,29.2,14.84,1599,75,3.48,4.8,33,46690.8,22961.64,1125,1551
P01432,Produce,Product 1432,Brand B,21.22,10.69,2787,31,0.8,3.1,76,59140.14,29347.11,885,1200
P01433,Beverages,Product 1433,Brand A,5.96,16.89,4726,36,1.08,3.3,41,28166.96,-51655.18,4230,4726
P01434,Produce,Product 1434,Brand C,6.76,3.93,1936,31,4.2,3.3,32,13087.36,5478.88,1900,1936
P01435,Beverages,Product 1435,Brand B,8.01,24.43,3582,83,2.42,4.0,58,28691.82,-58816.44,3389,3423
P01436,Bakery,Product 1436,Brand A,3.22,11.5,2866,58,4.47,3.1,71,9228.52,-23730.48,460,846
P01437,Dairy,Product 1437,Brand E,24.23,13.44,4502,92,2.26,2.9,86,109083.46,48576.58,4489,4502
P01438,Beverages,Product 1438,Brand D,40.53,35.01,3924,33,4.83,3.5,88,159039.72,21660.48,3497,3924
P01439,Produce,Product 1439,Brand D,39.79,21.22,1789,36,0.67,3.9,75,71184.31,33221.73,1326,1528
P01440,Frozen,Product 1440,Brand D,4.49,3.93,4102,45,2.31,3.2,20,18417.98,2297.12,2740,2797
P01441,Produce,Product 1441,Brand E,23.72,15.07,4235,26,3.0,4.2,89,100454.2,36632.75,3749,4235
P01442,Snacks,Product 1442,Brand D,29.63,35.01,4463,65,2.84,3.7,27,132238.69,-24010.94,4456,4463
P01443,Beverages,Product 1443,Brand A,5.94,20.71,3871,19,4.08,3.7,19,22993.74,-57174.67,3303,3746
P01444,Produce,Product 1444,Brand E,31.84,20.8,4454,63,1.02,4.3,86,141815.36,49172.16,1900,2215
P01445,Dairy,Product 1445,Brand D,44.88,14.15,3733,90,0.76,3.9,69,167537.04,114715.09,3496,3607
P01446,Bakery,Product 1446,Brand B,32.81,5.89,4770,83,0.51,3.1,17,156503.7,128408.4,1516,1632
P01447,Beverages,Product 1447,Brand C,38.13,4.73,4904,83,3.02,3.4,80,186989.52,163793.6,4597,4904
P01448,Bakery,Product 1448,Brand D,44.62,18.77,728,47,0.52,4.0,57,32483.36,18818.8,435,694
P01449,Dairy,Product 1449,Brand A,15.0,8.1,3264,90,3.97,3.9,90,48960.0,22521.6,3109,3264
P01450,Beverages,Product 1450,Brand E,1.53,27.32,4887,99,2.89,4.9,50,7477.11,-126035.73,2061,2267
P01451,Snacks,Product 1451,Brand C,16.63,35.86,1253,99,3.15,2.6,17,20837.39,-24095.19,943,1253
P01452,Beverages,Product 1452,Brand E,39.69,37.82,1834,13,3.89,2.9,46,72791.46,3429.58,1740,1834
P01453,Snacks,Product 1453,Brand A,9.69,39.87,4432,59,4.12,2.5,46,42946.08,-133757.76,4240,4432
P01454,Dairy,Product 1454,Brand B,4.81,32.99,4956,70,0.67,3.4,73,23838.36,-139660.08,1224,1514
P01455,Frozen,Product 1455,Brand D,21.22,7.79,5090,30,4.37,4.7,68,108009.8,68358.7,4811,5090
P01456,Produce,Product 1456,Brand B,21.22,8.85,2457,45,1.53,4.8,97,52137.54,30393.09,2409,2457
P01457,Dairy,Product 1457,Brand D,40.91,24.43,948,55,2.85,4.6,54,38782.68,15623.04,864,919
P01458,Snacks,Product 1458,Brand C,49.35,38.19,2840,80,4.34,4.7,25,140154.0,31694.4,1800,1817
P01459,Produce,Product 1459,Brand C,33.95,6.44,2774,53,3.89,2.5,35,94177.3,76312.74,2439,2774
P01460,Produce,Product 1460,Brand A,49.35,30.89,3889,73,1.28,4.0,40,191922.15,71790.94,3827,3889
P01461,Dairy,Product 1461,Brand C,1.56,32.08,4854,27,0.7,3.5,36,7572.24,-148144.08,4729,4854
P01462,Bakery,Product 1462,Brand B,32.48,9.53,1429,97,0.82,3.6,99,46413.92,32795.55,1192,1429
P01463,Produce,Product 1463,Brand C,40.83,17.55,4544,22,1.77,3.8,52,185531.52,105784.32,1704,1765
P01464,Bakery,Product 1464,Brand A,48.1,8.85,2694,22,1.28,3.7,24,129581.4,105739.5,1369,1814
P01465,Produce,Product 1465,Brand C,5.16,3.73,4814,34,2.26,4.3,67,24840.24,6884.02,4770,4814
P01466,Frozen,Product 1466,Brand E,6.69,28.68,4759,14,3.33,4.6,58,31837.71,-104650.41,4432,4759
P01467,Bakery,Product 1467,Brand C,24.23,7.31,3883,48,4.27,3.3,88,94085.09,65700.36,3502,3883
P01468,Snacks,Product 1468,Brand C,2.24,20.19,3267,38,3.33,3.2,96,7318.08,-58642.65,630,758
P01469,Snacks,Product 1469,Brand A,21.56,39.99,3149,66,3.9,3.5,34,67892.44,-58036.07,2890,3149
P01470,Dairy,Product 1470,Brand C,33.35,7.25,4872,55,0.66,3.7,77,162481.2,127159.2,2612,2813
P01471,Frozen,Product 1471,Brand B,44.5,27.32,2088,42,4.19,3.1,45,92916.0,35871.84,1352,1675
P01472,Snacks,Product 1472,Brand D,32.12,38.01,4153,97,0.66,3.1,89,133394.36,-24461.17,4041,4153
P01473,Frozen,Product 1473,Brand A,47.13,33.76,3608,19,2.66,2.8,56,170045.04,48238.96,2529,2884
P01474,Produce,Product 1474,Brand B,35.14,5.89,4810,67,4.81,4.1,68,169023.4,140692.5,4322,4810
P01475,Frozen,Product 1475,Brand E,4.84,7.17,4912,34,3.87,3.5,94,23774.08,-11444.96,757,1149
P01476,Dairy,Product 1476,Brand A,34.47,37.1,2374,83,4.83,3.0,61,81831.78,-6243.62,1964,2374
P01477,Snacks,Product 1477,Brand C,19.23,8.77,4540,48,1.91,2.9,49,87304.2,47488.4,1268,1644
P01478,Snacks,Product 1478,Brand D,28.16,3.93,4393,25,4.47,2.9,52,123706.88,106442.39,2700,2843
P01479,Frozen,Product 1479,Brand E,19.34,36.87,3561,69,2.4,4.7,65,68869.74,-62424.33,2586,2975
P01480,Dairy,Product 1480,Brand C,23.45,26.91,2952,37,4.2,2.8,90,69224.4,-10213.92,2555,2952
P01481,Produce,Product 1481,Brand D,14.82,2.91,3150,85,1.6,4.1,12,46683.0,37516.5,2943,3150
P01482,Dairy,Product 1482,Brand E,5.47,18.7,2753,53,0.74,3.0,80,15058.91,-36422.19,1830,2189
P01483,Bakery,Product 1483,Brand C,6.79,19.96,4051,67,4.27,2.7,21,27506.29,-53351.67,3911,4051
P01484,Produce,Product 1484,Brand B,8.67,23.8,4369,41,1.84,3.3,74,37879.23,-66102.97,4142,4369
P01485,Produce,Product 1485,Brand E,38.13,25.0,3657,72,4.53,3.3,52,139441.41,48016.41,3338,3657
P01486,Beverages,Product 1486,Brand D,37.56,39.99,2925,54,3.85,3.5,79,109863.0,-7107.75,2789,2925
P01487,Dairy,Product 1487,Brand A,39.69,35.86,3891,62,4.53,3.9,55,154433.79,14902.53,3433,3891
P01488,Beverages,Product 1488,Brand D,35.48,18.77,3722,70,4.6,3.2,69,132056.56,62194.62,3432,3722
P01489,Produce,Product 1489,Brand B,31.18,8.91,1498,59,4.83,2.7,70,46707.64,33360.46,1298,1498
P01490,Dairy,Product 1490,Brand D,37.79,5.04,3793,36,4.81,2.9,58,143337.47,124220.75,1480,1758
P01491,Bakery,Product 1491,Brand D,39.69,5.56,5271,35,3.63,2.9,96,209205.99,179899.23,4965,5271
P01492,Bakery,Product 1492,Brand A,32.48,13.8,3250,12,1.04,3.4,34,105560.0,60710.0,1290,1430
P01493,Dairy,Product 1493,Brand A,33.35,25.07,3674,99,2.59,3.3,98,122527.9,30420.72,1442,1592
P01494,Bakery,Product 1494,Brand A,17.1,25.81,1845,48,1.37,3.2,12,31549.5,-16069.95,1754,1845
P01495,Produce,Product 1495,Brand A,22.51,7.17,5039,74,1.67,4.3,77,113427.89,77298.26,4853,5039
P01496,Snacks,Product 1496,Brand D,3.82,4.99,3588,44,2.58,3.5,72,13706.16,-4197.96,3506,3588
P01497,Dairy,Product 1497,Brand A,20.53,38.79,2526,62,0.82,4.0,39,51858.78,-46124.76,1088,1107
P01498,Bakery,Product 1498,Brand C,14.81,32.34,4024,55,2.23,4.6,13,59595.44,-70540.72,3645,4024
P01499,Beverages,Product 1499,Brand D,5.63,37.1,3449,77,2.63,4.7,87,19417.87,-108540.03,3316,3449
P01500,Dairy,Product 1500,Brand A,29.1,35.68,2129,92,0.74,3.0,94,61953.9,-14008.82,1177,1449
P01501,Bakery,Product 1501,Brand E,8.67,6.54,994,31,0.67,3.7,80,8617.98,2117.22,221,590
P01502,Bakery,Product 1502,Brand A,1.89,19.01,4012,69,4.69,3.5,30,7582.68,-68685.44,3295,3464
P01503,Dairy,Product 1503,Brand E,32.48,26.91,4251,15,0.82,4.3,80,138072.48,23678.07,2314,2772
P01504,Beverages,Product 1504,Brand E,49.66,27.03,3110,61,1.77,2.7,10,154442.6,70379.3,3091,3110
P01505,Dairy,Product 1505,Brand D,35.09,35.92,4351,82,3.79,4.1,69,152676.59,-3611.33,933,1186
P01506,Beverages,Product 1506,Brand D,39.96,1.54,3368,84,1.64,2.7,43,134585.28,129398.56,1778,2142
P01507,Snacks,Product 1507,Brand E,27.93,34.06,2362,95,1.98,4.9,96,65970.66,-14479.06,2169,2362
P01508,Snacks,Product 1508,Brand C,3.0,7.87,3800,82,4.53,4.7,12,11400.0,-18506.0,1984,2262
P01509,Beverages,Product 1509,Brand D,9.49,16.16,4301,38,0.84,4.2,27,40816.49,-28687.67,4156,4301
P01510,Bakery,Product 1510,Brand A,21.04,2.05,3437,52,4.22,4.9,52,72314.48,65268.63,2062,2097
P01511,Produce,Product 1511,Brand A,48.2,6.6,4290,83,4.69,3.5,85,206778.0,178464.0,4123,4290
P01512,Snacks,Product 1512,Brand A,19.92,18.17,751,43,2.48,3.4,87,14959.92,1314.25,507,751
P01513,Bakery,Product 1513,Brand B,16.82,1.95,4750,40,3.92,4.0,50,79895.0,70632.5,4677,4750
P01514,Bakery,Product 1514,Brand C,25.23,7.35,2780,95,0.8,4.2,33,70139.4,49706.4,2469,2780
P01515,Produce,Product 1515,Brand C,19.23,21.54,4356,55,1.73,3.6,33,83765.88,-10062.36,2262,2395
P01516,Dairy,Product 1516,Brand D,5.47,33.76,2492,13,4.76,3.5,12,13631.24,-70498.68,2419,2492
P01517,Frozen,Product 1517,Brand A,23.27,26.01,3454,11,4.91,4.4,68,80374.58,-9463.96,3339,3454
P01518,Produce,Product 1518,Brand C,8.67,21.52,2259,14,0.98,4.6,67,19585.53,-29028.15,1992,2259
P01519,Produce,Product 1519,Brand E,45.23,19.01,2731,55,3.97,3.3,82,123523.13,71606.82,2397,2731
P01520,Frozen,Product 1520,Brand D,11.96,13.8,4048,88,4.18,2.7,33,48414.08,-7448.32,3938,4048
P01521,Dairy,Product 1521,Brand A,32.48,15.55,4064,28,1.72,4.6,75,131998.72,68803.52,1589,1757
P01522,Snacks,Product 1522,Brand B,14.81,22.3,4302,47,3.02,4.0,49,63712.62,-32221.98,2152,2368
P01523,Dairy,Product 1523,Brand C,46.61,30.89,4449,68,3.11,2.6,80,207367.89,69938.28,4109,4449
P01524,Dairy,Product 1524,Brand D,31.75,38.81,2097,88,0.52,4.9,18,66579.75,-14804.82,2000,2097
P01525,Produce,Product 1525,Brand A,4.62,32.34,2757,81,2.82,4.7,69,12737.34,-76424.04,1921,2309
P01526,Beverages,Product 1526,Brand C,6.05,35.92,3393,29,0.7,3.3,48,20527.65,-101348.91,3010,3393
P01527,Dairy,Product 1527,Brand D,6.05,19.22,4540,85,1.97,4.6,42,27467.0,-59791.8,4460,4540
P01528,Snacks,Product 1528,Brand B,47.42,13.8,1863,77,3.62,2.6,43,88343.46,62634.06,1372,1589
P01529,Dairy,Product 1529,Brand B,32.52,9.99,4377,62,2.85,4.5,71,142340.04,98613.81,1986,2172
P01530,Beverages,Product 1530,Brand E,31.84,16.44,2381,64,0.52,4.7,94,75811.04,36667.4,1932,2381
P01531,Dairy,Product 1531,Brand C,4.99,15.07,3337,48,1.04,3.6,70,16651.63,-33636.96,2966,3337
P01532,Snacks,Product 1532,Brand B,21.56,5.59,1268,45,1.22,3.0,36,27338.08,20249.96,796,1268
P01533,Produce,Product 1533,Brand D,48.82,25.52,5000,67,2.66,3.1,26,244100.0,116500.0,4936,5000
P01534,Dairy,Product 1534,Brand C,25.76,17.02,2935,24,1.73,4.3,69,75605.6,25651.9,2464,2531
P01535,Frozen,Product 1535,Brand D,31.67,36.48,5065,10,4.76,3.0,51,160408.55,-24362.65,4969,5065
P01536,Frozen,Product 1536,Brand C,16.82,35.92,4348,18,1.25,4.0,56,73133.36,-83046.8,4314,4348
P01537,Snacks,Product 1537,Brand A,47.13,11.3,3991,32,1.77,4.2,96,188095.83,142997.53,1869,2238
P01538,Produce,Product 1538,Brand A,14.82,34.06,3286,61,2.65,4.4,62,48698.52,-63222.64,2941,3286
P01539,Snacks,Product 1539,Brand B,35.35,38.01,3570,35,3.97,4.3,30,126199.5,-9496.2,2349,2840
P01540,Produce,Product 1540,Brand A,5.16,15.4,3666,69,1.73,4.9,17,18916.56,-37539.84,3224,3666
P01541,Snacks,Product 1541,Brand E,31.82,25.52,2915,27,4.47,3.7,82,92755.3,18364.5,2464,2915
P01542,Dairy,Product 1542,Brand A,19.92,13.44,4235,87,2.26,4.7,67,84361.2,27442.8,3844,4235
P01543,Bakery,Product 1543,Brand A,30.97,15.4,4351,67,4.1,2.9,77,134750.47,67745.07,1217,1451
P01544,Bakery,Product 1544,Brand E,32.12,36.48,3426,74,0.8,4.2,72,110043.12,-14937.36,3263,3426
P01545,Dairy,Product 1545,Brand A,25.14,4.52,1395,86,4.48,2.5,68,35070.3,28764.9,912,1069
P01546,Frozen,Product 1546,Brand E,6.76,29.17,625,88,3.37,4.5,91,4225.0,-14006.25,137,625
P01547,Snacks,Product 1547,Brand C,21.04,32.52,3832,78,4.69,3.4,39,80625.28,-43991.36,2560,2841
P01548,Bakery,Product 1548,Brand C,37.78,38.19,4466,23,4.59,2.8,34,168725.48,-1831.06,4438,4466
P01549,Produce,Product 1549,Brand D,44.67,14.15,4291,87,0.99,3.5,65,191678.97,130961.32,3819,4291
P01550,Bakery,Product 1550,Brand C,3.76,35.13,2823,55,4.53,4.1,43,10614.48,-88557.51,954,1023
P01551,Snacks,Product 1551,Brand A,36.02,13.49,4457,78,2.4,2.6,59,160541.14,100416.21,4046,4457
P01552,Bakery,Product 1552,Brand D,16.68,7.49,2806,84,1.73,2.8,11,46804.08,25787.14,2348,2806
P01553,Frozen,Product 1553,Brand C,3.11,29.17,2786,41,1.22,4.0,86,8664.46,-72603.16,2454,2786
P01554,Snacks,Product 1554,Brand C,33.35,27.77,4480,60,1.28,3.5,62,149408.0,24998.4,4142,4480
P01555,Snacks,Product 1555,Brand B,35.14,27.03,2313,78,4.8,2.7,50,81278.82,18758.43,1897,2127
P01556,Produce,Product 1556,Brand A,49.35,8.91,3052,24,4.12,3.4,32,150616.2,123422.88,274,666
P01557,Produce,Product 1557,Brand D,29.63,24.92,2462,62,1.67,4.1,70,72949.06,11596.02,1812,2310
P01558,Dairy,Product 1558,Brand C,6.05,33.76,3541,80,4.09,4.3,96,21423.05,-98121.11,3119,3541
P01559,Dairy,Product 1559,Brand D,25.23,26.01,3538,78,2.85,4.9,40,89263.74,-2759.64,3163,3538
P01560,Dairy,Product 1560,Brand A,6.45,6.92,4542,24,2.01,3.2,75,29295.9,-2134.74,771,1121
P01561,Beverages,Product 1561,Brand C,35.21,5.23,2555,39,0.7,4.0,11,89961.55,76598.9,793,930
P01562,Bakery,Product 1562,Brand C,13.26,27.55,759,87,4.12,2.7,78,10064.34,-10846.11,647,759
P01563,Bakery,Product 1563,Brand C,3.76,39.99,1521,33,4.18,4.6,69,5718.96,-55105.83,1222,1521
P01564,Beverages,Product 1564,Brand E,33.28,31.67,3422,97,3.15,3.4,87,113884.16,5509.42,3397,3422
P01565,Beverages,Product 1565,Brand A,45.16,5.6,4468,44,2.51,3.7,32,201774.88,176754.08,4086,4180
P01566,Dairy,Product 1566,Brand B,2.24,39.3,2762,78,2.58,3.7,66,6186.88,-102359.72,2696,2762
P01567,Frozen,Product 1567,Brand D,28.36,27.03,4485,21,1.67,4.7,44,127194.6,5965.05,4468,4485
P01568,Snacks,Product 1568,Brand D,20.02,17.55,4824,93,1.04,3.3,10,96576.48,11915.28,3123,3232
P01569,Frozen,Product 1569,Brand B,48.15,15.13,1274,55,3.02,3.9,57,61343.1,42067.48,883,1274
P01570,Snacks,Product 1570,Brand E,22.02,21.05,4300,78,2.45,3.5,58,94686.0,4171.0,1309,1587
P01571,Bakery,Product 1571,Brand D,5.47,8.85,4246,45,1.66,3.5,49,23225.62,-14351.48,1039,1049
P01572,Frozen,Product 1572,Brand B,44.67,16.44,4993,94,4.58,3.7,71,223037.31,140952.39,4647,4993
P01573,Produce,Product 1573,Brand B,49.35,27.03,4766,57,0.78,2.5,24,235202.1,106377.12,1628,1769
P01574,Beverages,Product 1574,Brand C,3.0,30.88,1678,76,4.1,3.9,39,5034.0,-46782.64,193,491
P01575,Bakery,Product 1575,Brand A,47.57,23.97,3284,63,0.58,3.1,30,156219.88,77502.4,1430,1458
P01576,Frozen,Product 1576,Brand B,19.36,1.54,2331,98,3.63,2.6,17,45128.16,41538.42,1861,1961
P01577,Bakery,Product 1577,Brand B,31.39,4.73,4548,45,0.54,4.0,16,142761.72,121249.68,2321,2508
P01578,Dairy,Product 1578,Brand C,14.59,19.01,3109,61,3.48,3.6,43,45360.31,-13741.78,2842,3109
P01579,Produce,Product 1579,Brand C,38.31,14.35,3288,31,0.7,4.0,73,125963.28,78780.48,1196,1589
P01580,Snacks,Product 1580,Brand D,28.36,5.79,4404,47,4.47,2.6,51,124897.44,99398.28,2203,2411
P01581,Dairy,Product 1581,Brand A,47.13,22.49,3719,71,1.04,2.9,62,175276.47,91636.16,2842,3179
P01582,Snacks,Product 1582,Brand D,23.72,31.45,5140,74,2.63,4.2,79,121920.8,-39732.2,4829,5140
P01583,Bakery,Product 1583,Brand A,40.53,7.35,2652,12,3.4,3.1,19,107485.56,87993.36,2391,2652
P01584,Dairy,Product 1584,Brand C,16.63,15.37,4468,97,4.08,4.1,99,74302.84,5629.68,4399,4468
P01585,Frozen,Product 1585,Brand B,3.23,7.17,3800,17,3.19,3.4,67,12274.0,-14972.0,3762,3800
P01586,Produce,Product 1586,Brand B,32.23,32.61,4119,48,3.97,2.7,99,132755.37,-1565.22,115,594
P01587,Dairy,Product 1587,Brand D,14.72,13.8,3951,27,1.02,2.9,92,58158.72,3634.92,225,291
P01588,Beverages,Product 1588,Brand D,47.79,7.31,3997,12,4.54,4.0,13,191016.63,161798.56,3522,3997
P01589,Dairy,Product 1589,Brand A,29.63,25.07,4768,27,2.66,3.3,98,141275.84,21742.08,4274,4768
P01590,Produce,Product 1590,Brand B,26.3,14.26,3915,89,0.78,4.7,17,102964.5,47136.6,3672,3907
P01591,Beverages,Product 1591,Brand A,45.36,23.05,4598,10,3.48,4.4,21,208565.28,102581.38,888,1355
P01592,Snacks,Product 1592,Brand A,35.09,7.49,4549,35,4.22,4.1,97,159624.41,125552.4,2452,2516
P01593,Bakery,Product 1593,Brand A,19.92,1.07,1846,61,2.95,4.9,97,36772.32,34797.1,1611,1846
P01594,Bakery,Product 1594,Brand D,47.42,18.7,4473,21,4.34,3.3,90,212109.66,128464.56,4320,4473
P01595,Dairy,Product 1595,Brand C,24.23,6.6,4993,47,2.82,2.8,34,120980.39,88026.59,4813,4993
P01596,Snacks,Product 1596,Brand A,38.13,15.4,5103,94,3.69,3.1,36,194577.39,115991.19,4937,5103
P01597,Beverages,Product 1597,Brand A,23.27,8.77,4150,50,4.39,2.9,11,96570.5,60175.0,3817,4150
P01598,Produce,Product 1598,Brand E,4.62,6.44,1541,62,2.6,4.4,82,7119.42,-2804.62,180,657
P01599,Dairy,Product 1599,Brand E,1.89,34.16,3222,22,1.77,4.6,64,6089.58,-103973.94,1744,2019
P01600,Beverages,Product 1600,Brand D,6.82,10.08,2520,85,2.56,2.6,67,17186.4,-8215.2,274,373
P01601,Dairy,Product 1601,Brand A,29.1,18.64,3477,22,2.42,3.5,42,101180.7,36369.42,775,800
P01602,Snacks,Product 1602,Brand D,28.14,21.05,2565,27,2.63,4.4,92,72179.1,18185.85,447,751
P01603,Frozen,Product 1603,Brand C,25.14,19.22,3601,28,2.17,2.7,58,90529.14,21317.92,2012,2085
P01604,Dairy,Product 1604,Brand B,49.31,19.64,4256,28,2.14,4.1,14,209863.36,126275.52,1490,1935
P01605,Frozen,Product 1605,Brand A,25.76,1.54,2250,79,1.77,2.9,56,57960.0,54495.0,1658,1693
P01606,Produce,Product 1606,Brand D,22.26,27.03,3014,57,4.48,4.4,93,67091.64,-14376.78,1538,1973
P01607,Bakery,Product 1607,Brand E,18.31,26.91,3363,80,4.34,4.6,33,61576.53,-28921.8,3025,3168
P01608,Produce,Product 1608,Brand D,49.32,6.44,5133,80,3.37,4.4,53,253159.56,220103.04,4919,5133
P01609,Dairy,Product 1609,Brand D,39.08,31.01,5008,37,2.86,5.0,77,195712.64,40414.56,4803,5008
P01610,Dairy,Product 1610,Brand A,49.32,14.35,4914,28,2.89,4.1,23,242358.48,171842.58,3892,4197
P01611,Dairy,Product 1611,Brand A,15.0,32.77,871,89,4.08,4.0,45,13065.0,-15477.67,457,871
P01612,Bakery,Product 1612,Brand C,47.57,14.65,4508,90,4.69,4.9,60,214445.56,148403.36,3497,3902
P01613,Dairy,Product 1613,Brand A,25.65,20.8,1698,95,2.66,4.6,15,43553.7,8235.3,1188,1405
P01614,Dairy,Product 1614,Brand E,31.29,18.77,4746,92,1.37,3.0,26,148502.34,59419.92,392,737
P01615,Bakery,Product 1615,Brand A,6.82,32.08,1322,57,0.9,3.0,91,9016.04,-33393.72,1090,1322
P01616,Frozen,Product 1616,Brand D,49.31,13.8,3588,38,4.37,3.6,81,176924.28,127409.88,3502,3588
P01617,Frozen,Product 1617,Brand B,19.37,32.61,3170,57,4.69,3.3,60,61402.9,-41970.8,2676,3170
P01618,Beverages,Product 1618,Brand C,29.1,39.3,1888,28,0.66,4.9,61,54940.8,-19257.6,919,1088
P01619,Beverages,Product 1619,Brand B,47.13,35.92,3977,56,4.8,4.7,21,187436.01,44582.17,3590,3977
P01620,Dairy,Product 1620,Brand C,5.47,26.87,4450,98,2.85,3.1,90,24341.5,-95230.0,4325,4450
P01621,Snacks,Product 1621,Brand A,45.36,7.79,4049,69,2.26,3.8,10,183662.64,152120.93,3720,4049
P01622,Bakery,Product 1622,Brand E,5.12,10.22,3936,57,0.73,4.2,20,20152.32,-20073.6,3528,3936
P01623,Dairy,Product 1623,Brand E,22.97,14.15,2843,29,5.0,4.6,25,65303.71,25075.26,2607,2843
P01624,Dairy,Product 1624,Brand D,5.94,3.5,5155,28,1.31,4.3,18,30620.7,12578.2,4788,5155
P01625,Frozen,Product 1625,Brand E,35.09,37.82,3569,51,2.51,3.4,17,125236.21,-9743.37,3089,3569
P01626,Produce,Product 1626,Brand B,21.22,11.3,3677,86,2.42,3.3,34,78025.94,36475.84,2024,2169
P01627,Produce,Product 1627,Brand C,29.59,15.55,4914,85,0.98,3.7,83,145405.26,68992.56,4809,4914
P01628,Snacks,Product 1628,Brand E,6.79,16.22,5078,58,0.72,4.7,49,34479.62,-47885.54,4734,5078
P01629,Dairy,Product 1629,Brand A,6.45,20.38,4720,24,3.07,3.9,76,30444.0,-65749.6,4456,4720
P01630,Produce,Product 1630,Brand D,2.14,37.82,3878,69,3.15,3.9,32,8298.92,-138367.04,3744,3878
P01631,Snacks,Product 1631,Brand A,30.97,14.26,3316,77,2.95,2.5,71,102696.52,55410.36,3307,3316
P01632,Dairy,Product 1632,Brand E,3.76,5.23,4034,88,3.8,3.4,32,15167.84,-5929.98,2756,2771
P01633,Frozen,Product 1633,Brand B,14.27,9.87,3191,90,4.76,2.8,53,45535.57,14040.4,1784,1848
P01634,Frozen,Product 1634,Brand C,22.97,24.92,2027,36,4.46,3.2,65,46560.19,-3952.65,1350,1822
P01635,Snacks,Product 1635,Brand C,24.23,24.62,2090,84,4.24,3.5,77,50640.7,-815.1,1912,2090
P01636,Snacks,Product 1636,Brand D,2.24,7.31,4928,64,2.6,3.3,32,11038.72,-24984.96,1942,2066
P01637,Bakery,Product 1637,Brand D,22.97,31.01,1330,96,2.6,4.6,18,30550.1,-10693.2,327,338
P01638,Bakery,Product 1638,Brand C,24.23,10.27,4093,24,4.6,5.0,13,99173.39,57138.28,3998,4093
P01639,Dairy,Product 1639,Brand A,27.91,30.06,3023,61,2.66,3.6,43,84371.93,-6499.45,2405,2525
P01640,Bakery,Product 1640,Brand B,4.57,24.43,4676,40,2.92,4.9,91,21369.32,-92865.36,2973,3403
P01641,Dairy,Product 1641,Brand C,41.27,22.49,3692,99,0.51,3.0,43,152368.84,69335.76,3391,3692
P01642,Bakery,Product 1642,Brand D,16.68,37.21,4211,16,2.85,2.5,51,70239.48,-86451.83,1359,1852
P01643,Produce,Product 1643,Brand E,19.34,19.94,3806,22,2.26,4.4,12,73608.04,-2283.6,3560,3806
P01644,Frozen,Product 1644,Brand B,48.52,10.69,2569,63,0.75,3.5,92,124647.88,97185.27,2492,2569
P01645,Dairy,Product 1645,Brand C,10.22,7.89,2891,22,2.63,2.6,43,29546.02,6736.03,2797,2891
P01646,Produce,Product 1646,Brand B,30.97,13.8,2929,29,4.76,2.7,99,90711.13,50290.93,2614,2929
P01647,Produce,Product 1647,Brand A,31.75,5.23,4537,19,4.34,2.9,52,144049.75,120321.24,4384,4537
P01648,Frozen,Product 1648,Brand A,3.0,31.67,4540,61,4.58,4.2,76,13620.0,-130161.8,3539,3779
P01649,Frozen,Product 1649,Brand D,40.53,28.68,3409,46,3.79,3.8,46,138166.77,40396.65,3269,3409
P01650,Dairy,Product 1650,Brand B,16.63,1.64,1869,61,4.22,4.7,21,31081.47,28016.31,764,849
P01651,Dairy,Product 1651,Brand C,39.96,7.17,4432,36,1.04,4.0,96,177102.72,145325.28,4216,4432
P01652,Dairy,Product 1652,Brand C,14.59,23.08,1565,43,1.25,2.9,90,22833.35,-13286.85,1283,1565
P01653,Frozen,Product 1653,Brand C,29.6,2.05,4994,71,4.8,4.9,25,147822.4,137584.7,4624,4994
P01654,Beverages,Product 1654,Brand D,4.99,34.16,3192,25,3.8,4.7,71,15928.08,-93110.64,2732,3192
P01655,Dairy,Product 1655,Brand A,4.4,13.29,3458,68,3.15,3.7,26,15215.2,-30741.62,3165,3458
P01656,Produce,Product 1656,Brand D,49.31,36.87,2631,30,3.41,4.6,24,129734.61,32729.64,1989,2230
